id,title,year,rating
554895,Undertrial,2007,8.8
213855,Jamai Raja,1990,5.7
498594,Nirdosh,2018,5.5
298787,3 A.M,2014,3.8
198524,Nishant,1975,6.9
393423,Laal Rang,2016,6.1
249341,The Bypass,2003,5
347712,Inaam Dus Hazaar,1987,10
509816,Nadaan,1971,0
363335,Raaz Reboot,2016,4.2
304257,Immaan Dharam,1977,0
943642,The Influence of Love,1922,0
306182,Patanga,1949,0
304088,Benaam Badsha,1991,6
232711,Khauff,2000,3.7
105052,Tarazu,1997,5.7
1083241,VD18,2024,0
813360,Flight,2021,10
128082,The Strange Fate of Arvind Desai,1978,5.6
97472,Pyaar Ishq Aur Mohabbat,2001,5.1
879371,Khanjar (The Knife),2003,7.5
442532,Jagir,1984,8.7
159437,Life Mein Kabhie Kabhiee,2007,7.8
78165,Commando,1988,5.5
678960,Guns of Banaras,2020,0
316013,Patthar Ke Sanam,1967,3
465007,Babuji Ek Ticket Bambai,2017,0
211990,Ankur Arora Murder Case,2013,5.5
133307,Kabhi Na Kabhi,1998,6.5
117345,Mast,1999,4.8
588489,Dil Hai Betaab,1993,3
257573,Mind of Clay,1985,5.5
370236,Kaun Kitney Paani Mein,2015,5.7
1082856,Who Am I?,2023,9
322320,Uphaar,1971,5.7
988558,Patrani,1956,0
309671,Sailaab,1990,4
432523,Tere Mere Sapne,1971,3
604108,Guru,1989,6.5
239586,Issaq,2013,4
159420,Yaarana,1981,6.6
46412,Mukhbiir,2008,7
1199824,A Few Things I Know About Her,2002,0
1084031,Chhorii 2,,0
566319,Mujrim,1989,7.5
403847,Julie 2,2017,5
103401,Haatim Tai,1990,6.5
261156,Kitaab,1977,5.7
60597,Red: The Dark Side,2007,3.7
20130,Jail,2009,7
34017,Aar Ya Paar,1997,3.8
131775,Tamanna,1998,8.2
462966,Insaaf: The Final Justice,1997,6.3
348052,Papi Gudia,1996,2.5
304217,Gharana,1961,0
464441,Khoon Khoon,1973,3.8
784167,The Power,2021,6.7
159634,Love Love Love,1989,6.3
38272,Pankh,2010,4.3
770578,Dial 100,2021,6.2
161437,Deedar,1992,10
372689,Waiting,2016,7.1
92193,Shiva,2006,3.3
1129970,Family - A Made at Home Short Film,2020,0
361129,Main Aur Charles,2015,4.4
951015,Lovers,,0
385436,Farz Aur Kanoon,1982,0
305834,Nadiya Ke Paar,1982,8.3
347580,Giddh: The Vulture,1984,4.5
568278,Naaraaz,1994,5.5
893614,Cash,2021,7
788944,Atithi Bhooto Bhava,2022,9
739812,Atkan Chatkan,2020,8
371091,Hifazat,1987,4
274788,Pyar Ka Mandir,1988,7.3
97326,Bluff Master,1963,6.3
616685,Zakhmi Sipahi,1995,0
488445,Dark Wind,2017,7.8
476935,Jung Baaz,1989,10
549184,Kaashi in Search of Ganga,2018,4.3
260674,Anarkali,1953,0
523793,Justice Chaudhury,1983,2
305853,Rukhsat,1988,10
300748,Izzat,1968,0
272666,Trikal,1985,8.8
1078814,Yugantar,2025,0
1045931,The Crew,,0
308200,Insaaf Ka Tarazu,1980,7.5
391728,Majaal,1987,0
499249,Dilwaala,1986,9.5
342291,Welcome 2 Karachi,2015,3.4
331557,Wafadaar,1985,0
80064,Bawandar,2000,6
485329,Buddha.mov,2017,5.3
218111,Saath Saath,1982,8
679994,Devi,2020,7.6
426180,Zakhmi Aurat,1988,5
276864,Shor,1972,6.7
1114628,COAT,2023,0
462964,Daava,1997,5
455332,Maatr,2017,6.5
274746,Woodstock Villa,2008,10
272325,Umar,2006,1.5
1064356,All India Rank,2024,0
407824,Love Story,1981,5
386365,Direct Ishq,2016,4.7
311469,Pitaah,2002,6.7
102467,Avinash,1986,0
306180,Parivar,1956,0
305894,Sanam Harjai,1995,0
698436,Tryst With Destiny,2020,0
270386,Payback,2010,3
82705,Angel,2011,4
499740,Bulundi,1981,4
403755,Escape From Taliban,2003,0
307514,China Town,1962,0
442992,Dilli Ka Thug,1958,0
310735,Mohabbat Ke Dushman,1988,10
766526,Solva Sawan,1979,0
302471,Dhaal,1997,10
849740,Call Girl,2020,10
465641,Massey Sahib,1986,0
312681,Jaago,2004,8
154937,Kismat Love Paisa Dilli,2012,6
375624,Kudrat,1998,4.5
46405,Mere Khwabon Mein Jo Aaye,2009,5.5
514963,Pighalta Aasman,1985,10
302963,From Sydney with Love,2012,0
391730,Swarg Yahan Narak Yahan,1991,0
161412,Sangdil Sanam,1994,5
312558,Haque,1991,0
868642,Kya Meri Sonam Gupta Bewafa Hai?,2021,6
305903,Shoorveer,1988,0
814205,The Intern,,0
296566,Yeh Dil,2003,2.5
215321,Hum Hain Kamaal Ke,1993,10
117135,Darwaaza Bandh Rakho,2006,5.5
54352,Two Acres of Land,1953,8
253709,Enemmy,2013,8
506808,Purdah,2018,10
298315,Ekkees Toppon Ki Salaami,2014,5
619336,Shaktiman,1993,1
331311,Farishtay,1991,4.7
232699,Chhote Sarkar,1996,6
884805,Heera,1973,0
360164,Fun aur Masti,2007,6
302941,Vansh,1992,6.5
32429,Shirdi Sai Baba,2001,0
529523,Aandhi-Toofan,1985,0
302933,Stuntman,1994,0
307394,Juari,1968,0
303930,Aa Gale Lag Jaa,1994,3.3
505682,Karamdaata,1986,10
482443,Bhasmasur,2017,6.2
305819,Yeh Raaste Hain Pyaar Ke,2001,4.7
168488,Yaraana,1995,5.7
823624,Mujhe Insaaf Chahiye,1983,8.5
339169,Kuch Kuch Locha Hai,2015,5
318563,Himmat,1996,1
410282,Taraana,1979,5
161454,Zaalim,1994,4.5
363105,Deewane,2000,5.3
168069,Madhumati,1958,6.8
543941,Chalta Purza,1977,10
356416,Ishq Hai Tumse,2004,10
377030,Nehlle Pe Dehlla,2007,5.8
651534,Ladki,2022,0
590351,72 Hours: Martyr Who Never Died,2019,4.3
82595,Bandini,1963,6
504404,Rajput,1982,9
372316,Bezubaan Ishq,2015,0
796856,Who's There?,2011,4
603537,Bahaar Aane Tak,1990,5.5
460530,Indu Sarkar,2017,5.8
192417,Lovesongs,2008,5
48928,Safar,1970,6
21298,Fast Forward,2009,0
561339,Daanveer,1996,9
215336,Gangvaa,1984,10
856198,Teddy,2020,0
915996,Prithvi,1997,8.5
46372,Baap Numbri Beta Dus Numbri,1990,6.3
285374,Sannata,1981,0
117359,Ramaa: The Saviour,2010,4.5
1029441,Aye Zindagi,2022,0
353813,Saboot,1980,4.5
316841,Chaloo Movie,2011,6.5
916477,Mere Sajana Saath Nibhana,1992,10
848312,Jurrat,1989,0
463321,Masterji,1985,8
1141821,Giddh (The Scavenger),2023,0
603164,Jaanam,1992,4
117329,Haal-e-Dil,2008,3.5
543723,Hira Aur Patthar,1977,0
764336,Lahore Confidential,2021,6
502403,Mahayoddha Rama,2016,5
1038487,Aazam - Rise of a New Don,2023,0
231799,Razia Sultan,1983,6.5
127768,Aatank,1996,3
37671,Chal Chala Chal,2009,5.5
366169,Karz,2002,5
505927,Zor,1998,9
346911,Diya Aur Toofan,1995,8.5
306417,Kaamchor,1982,6
883173,Aafat-e-Ishq,2021,4
374305,Wedding Pullav,2015,3
489856,Murder at Koh E Fiza,2022,0
1091609,Dada Lakhmi,2022,10
308310,Suhana Safar,1970,0
307349,Jal Bin Machhli Nritya Bin Bijli,1971,0
744181,Halahal,2020,6.3
602613,Ekkees Tareekh Shubh Muhurat,2018,5
391549,Bade Ghar Ki Beti,1989,10
384344,Tere Bin Laden Dead or Alive,2016,4.8
150979,Mere Dost Picture Abhi Baki Hai,2012,3.5
223806,John Day,2013,5.1
501099,Do Premee,1980,0
121480,Asli Naqli,1962,5
849783,Lonely Girl,2020,0
307526,Diwana,1967,9
295129,Cover Story,2001,5
541411,Wajahh: A Reason to Kill,2004,10
83314,Saajan Ki Saheli,1981,5.3
850862,Taqdeer,1967,0
302546,Mard Ki Zabaan,1987,0
307997,Arzoo,1950,5
72582,Monica,2011,5
465140,Hum Bhi Insaan Hain,1989,10
1192935,Mr. & Mrs. Mahi,2024,0
874539,The Rapist,2021,0
161403,Nishchaiy,1992,3
48924,Main Chup Rahungi,1962,3
911850,Shakka,1981,0
570255,Holiday,2006,4
409240,President,1937,5
1159983,Influencer Life,2023,3
745065,Tumhari Kasam,1978,0
307901,Gehri Chaal,1973,3
302953,Farz Ki Jung,1989,6.5
1059007,Agra,2023,0
274515,Muqabla,1993,1.5
330149,Yun Hota To Kya Hota,2006,6.2
114433,Haré Rama Haré Krishna,1971,5.8
892724,Squad,2021,0
150859,Chhota Bheem And The Curse of Damyaan,2012,6.5
163415,Delhii Heights,2007,5
1173033,Yeh Shaadi Nahi Ho Sakti,2023,5
340775,Indrajeet,1991,6
304212,Gautam Govinda,1979,0
306162,Kal Aaj Aur Kal,1971,10
1156337,One Friday Night,2023,4.3
850621,Naiyya,1979,10
257397,Shahjehan,1946,5
311833,Santaan,1993,0
64756,Aao Wish Karein,2009,7.3
685121,Meherbaan,1993,6
112887,Lashkar,1989,4
673719,Time Machine,2016,0
1021511,Asha and Jyoti,1984,0
206573,Sardari Begum,1996,8.5
276856,Griha Pravesh,1979,0
117337,Kajraare,2010,2.6
844889,Maya,1961,0
413901,Heera Panna,1973,5
344248,Meri Biwi Ka Jawab Nahin,2004,4
365912,Meeruthiya Gangsters,2015,4
297213,Aunty No. 1,1998,5.1
758410,Laadla,1966,0
300141,Ghatothkach 2,2014,0
466434,Kala Dhanda Goray Log,1986,2
464584,Khel Khilari Ka,1977,0
317216,Aakhri Dao,1958,0
302950,Ek Hi Raasta,1993,4
640402,Ghost,2019,5.2
499244,Ram Shastra,1995,0
302309,Baaghi,2000,5
304496,Phaansi,1978,0
117142,Ek Chhotisi Love Story,2002,4.6
107927,Surkhiyaan,1985,0
925695,Sorry Bhaisaab,2021,0
481135,Phool,1993,0
603257,Pataal Bhairavi,1985,0
407311,Shikaar,2000,0
1093969,Awara Paagal Deewana 2,,0
885210,Gorkha,,0
819820,Naalayak,1979,0
670217,Mohini,1995,0
604044,Ghar Parivaar,1991,0
304323,Meharbaani,1982,0
302469,Dil Pardesi Ho Gayaa,2003,7.3
301100,Basant Bahar,1956,0
911655,Alibaba Marjinaa,1977,0
515831,Chor Sipahee,1977,10
303923,Saajan Ki Baahon Mein,1995,2.7
275777,Amrit,1986,0
121458,Aah,1953,0
22155,Fox,2009,6
862508,Badnaam,2021,0
107964,Adalat,1976,7
585836,15-Aug,2019,7.3
280244,Sunghursh,1968,0
305877,Zakhmo Ka Hisaab,1993,0
159655,Parampara,1993,6.6
103800,Vijaypath,1994,5.5
48930,Satyakam,1969,7.5
678803,Cookie,2020,0
168430,Chaalbaaz,1989,6.2
154857,Baazi,1951,5.7
411832,Kohram,1999,6.8
300919,Annadata,1972,6
306146,Dil Ek Mandir,1963,0
71833,Veergati,1995,7.3
992900,Do Dilon Ki Dastaan,1985,0
309485,Jigri Dost,1969,0
451826,Naach Govinda Naach,1992,0
332910,Hu Tu Tu,1999,6.3
243855,Hawas,1974,5
389558,Pati Patni Aur Woh,1978,8
1078143,Black Sunshine Baby,2023,2
413610,Sajan,1969,7
55376,Karzzzz,2008,3.5
759428,Karamyudh,1985,10
352847,Gola Barood,1989,0
81150,Rules - Pyaar Ka Superhit Formula,2003,4.5
305337,Pyaar Koi Khel Nahin,1999,4.3
468652,Maazii,2013,0
876397,Gateway of India,1957,0
604188,Zamana,1985,0
428621,Rajkumar,1964,0
413916,Loha,1987,10
557628,The Gold-Laden Sheep and The Sacred Mountain,2019,8.5
444940,Jeena Isi Ka Naam Hai,2017,2
673365,Samadhi,1950,0
261944,Shudra: The Rising,2012,4.8
725106,Khiladi,1968,0
304758,Kismat,1995,0
159653,Daulat Ki Jung,1992,6.7
509813,Karmayogi,1978,0
82186,Pasand Apni Apni,1983,4
473081,Pyaar Ka Saaya,1991,6
1187619,Black Magic,2024,0
232794,Ghulami,1985,8
761226,Welcome Home,2020,5.8
275919,Manchali,1973,6
512570,Jaan,1996,6.9
283036,Deedar,1951,0
1136169,I Love You,2023,4.3
1069567,Lakadbaggha,2023,7.3
568009,Mumbai Cutting,2008,0
633219,Platform,1993,2
198755,Barsaat,1949,8
857858,Zid,2020,0
840627,Aalas Motaapa Ghabraahat,2021,8.5
1215951,Diamond Singh Aam Aadmi,2024,0
455985,Andolan,1995,2
880065,Inteha Pyar Ki,1992,1
1196317,Lakeerein,2023,0
305769,Trip to Bhangarh,2014,3.7
258710,Shriman Shrimati,1982,5.8
588265,Milan Talkies,2019,4.3
952296,Mr. X,1957,0
590819,Bhavani Junction,1985,0
258709,Shirdi Ke Sai Baba,1977,3
240979,Jawani Diwani,1972,5
180271,Dhund,1973,6.5
104302,Anokha Rishta,1986,4.5
143540,Keemat,1998,7.6
829808,D Company,2021,5
302533,Jaisi Karni Waisi Bharni,1989,5.5
347210,Out of Control,2003,8.8
64864,Bombay to Goa,1972,5.8
515665,Ye Dil Kisko Doon,1963,10
309467,Ansh,2002,7
248202,Tum Se Achcha Kaun Hai,2002,8.5
118079,Aan,1952,5.4
16383,Maharathi,2008,6.7
337155,Rui Ka Bojh,1997,8.8
320551,Mera Damad,1985,2
238674,Jurm,2005,5.1
363192,The Legend of Michael Mishra,2016,6.8
307851,Anurodh,1977,5
578285,Rubaru Roshni,2019,7.7
499236,Joshila,1973,0
324870,Teen Bahuraniyan,1968,6
168159,Johar-Mehmood in Goa,1965,8
268860,Hawaa Hawaai,2014,7.3
418650,Chhaya,1961,0
414759,Dil Tera Diwana,1962,6
199997,Sona Spa,2013,2.7
321335,Maa Tujhhe Salaam,2002,2.3
885588,The Case,2021,0
754465,Footpath,1953,0
496562,Sar Kati Laash,1999,0
442869,Gang,2000,4
341480,Majhli Didi,1967,6
985629,Do Ajnabee,2023,0
247430,Meera,1979,0
320803,Hum Kaun Hai,2004,10
230454,Khiladiyon Ka Khiladi,1996,5.4
383860,LoveShhuda,2016,8.7
326490,Bloody Isshq,2013,4
1187657,Victor,2023,0
127686,Haseena Maan Jaayegi,1968,5
48387,Chori Chori,1956,7
345141,Awaargi,1990,8.3
46409,MP3: Mera Pehla Pehla Pyaar,2007,5.4
216696,Yahaan,2005,5
446861,Adhe Adhure,2014,0
303401,Jeevan Dhaara,1982,5
300950,Control Bhaji Control,2014,0
190215,Aashirwad,1968,8.5
25803,Amal,2007,7.6
761510,Pepper Chicken,2020,0
573540,Dear Molly,2022,2
407347,Badman,2016,3.5
409246,Street Singer,1938,5
340774,Neel Kamal,1968,4.5
168490,Daraar,1996,8.3
428337,Dark Chocolate,2016,4.8
143543,Kashmir Ki Kali,1964,4.5
272176,Bhagwaan Dada,1986,0
111978,Ghulam-E-Musthafa,1997,6.8
117341,Madhoshi,2004,4.4
306394,Hanste Zakhm,1973,0
306174,Meri Surat Teri Ankhen,1963,0
44910,Allah Ke Banday,2010,7
48927,Saraswatichandra,1968,6
411882,Yea Toh Two Much Ho Gayaa,2016,7
286949,Yaadon Ki Kasam,1985,7.5
727225,Bal Bramhachari,1996,6
381898,Ek Musafir Ek Hasina,1962,7
161874,The Waiting Room,2010,0
107564,Mausam,1975,4
801337,Chhatrabhang,1976,10
783598,The Goal,1999,0
447109,Tamasha,1952,0
60239,Tahaan,2008,7
140422,Tumsa Nahin Dekha,1957,6
73485,De Taali,2008,4.5
267500,Pyar Ka Karz,1990,5.8
220284,Shart: The Challenge,2004,0
536892,Bhabhi,1991,1
403789,Shorgul,2016,4.9
161417,Saugandh,1991,3
1148402,Ghuspaith: Between Borders,2023,0
88452,Pappu Can't Dance Saala,2011,7
214064,Masoom,1996,4
433828,Tum... Ho Na!,2005,4.5
205032,Nanhe Jaisalmer: A Dream Come True,2007,7
86291,Manzil,1979,7
306396,Caravan,1971,7.4
263284,Jhoothi,1985,4.5
262034,Hero Hiralal,1988,4
307836,Yahudi,1958,5.5
78189,Hum Dono,1961,5
491120,C.I.D.,1990,1
129652,Jhutha Sach,1984,7
947384,Badrinath Yatra,1967,0
897613,Crime and Punishment,1974,0
352331,Tawaif,1985,0
232820,Naam,1986,7
218788,Vidhaata,1982,6.7
291889,Prem Aggan,1998,0
48244,Xcuse Me,2003,6.2
743243,Kanoon Kya Karega,1984,0
305251,Jeevan Ek Sanghursh,1990,1
737508,Nakkash,2019,0
554826,Bhonsle,2018,6.4
538112,Happy Phirr Bhag Jayegi,2018,6.8
249720,Arohan,1983,0
393429,Hera Pheri 3,,0
46414,My Name Is Anthony Gonsalves,2008,4.5
433979,Jwalamukhi,2000,10
1035366,Rocket Gang,2022,4.5
463310,Khanna & Iyer,2007,0
242826,Manthan,1976,6.7
118347,Sanyasi,1975,5.3
118843,Pyar Hua Chori Chori,1991,10
1211056,Samosa & Sons,2023,2
511340,Satyavati: And We Call This Love,2016,5.3
403845,7 Hours to Go,2016,4.4
33384,Road to Sangam,2010,7
498713,23rd March 1931: Shaheed,2002,5.7
1156202,Stolen,2023,6.5
462655,Sone Pe Suhaaga,1988,0
38302,Well Done Abba,2010,6
419052,Tere Liye,2001,6
288932,Mango Soufflé,2002,5
1110390,Untitled Shahid Kapoor/Kriti Sanon Film,2024,0
567951,Madhosh,1974,2
266310,Kaanchi,2014,5.3
40475,Swarag Se Sunder,1986,5
485172,Ashwatthama,2017,9
71297,Kasauti,1974,4.5
268534,Kya Dilli Kya Lahore,2014,8
159187,Baiju the Insane,1952,5.6
1160018,Kill,2023,4.7
314401,Jhoothi Shaan,1991,0
312643,Agni Pankh,2004,0
107800,Manoranjan,1974,4.5
132260,Bombay Boys,1998,6.5
210614,Kitne Door Kitne Paas,2002,5.3
838663,Bhuj: The Day India Shook,2021,0
46411,Mr. Black Mr. White,2008,4.8
625060,Ahankaar,1995,8
83736,Love Express,2011,0
117361,Return Of Hanuman,2007,5.8
82119,Anuradha,1960,5.9
1209514,Shootout at Byculla,2024,0
482182,The Door,1978,5
274707,Men Not Allowed,2006,1.9
1158430,Mushaira,2023,9
307517,Dharmputra,1961,3
491111,Talaashi,1996,0
403848,A Scandall,2016,3.2
84879,Gali Gali Chor Hai,2012,3.4
302895,Koi Mere Dil Se Poochhe,2002,3.7
159637,Deewana Mujh Sa Nahin,1990,5.3
680015,Dheet Patangey,2020,0
428801,Saansein: The Last Breath,2016,6.2
22101,Aagey Se Right,2009,5
401762,Bemisal,1982,0
301485,Let the Wind Blow,2004,4.3
206198,Nakhuda,1981,0
340737,Chal Guru Ho Ja Shuru,2015,10
297898,Hamraaz,1967,8
44550,Help,2010,2.5
106093,Teesri Aankh,1982,4.8
333944,Ghar Mein Ram Gali Mein Shyam,1987,0
239746,Karz Chukana Hai,1991,9.5
187787,Inquilaab,1984,4.7
322366,Raakhi Ki Saugandh,1979,0
304658,Avishkaar,1974,0
172658,Dosti,1964,7.3
59008,Fired,2010,4.4
1043887,Badass RaviKumar,2024,0
300757,Raja Rani,1973,0
56998,Koi Mere Dil Mein Hai,2005,7
47861,Kora Kagaz,1974,4
302445,Balwaan,1992,2
850476,Daku Aur Jawan,1978,0
338119,Dulaara,1994,5
271574,Moksha: Salvation,2001,5.8
267529,Aakrosh: Cyclone Of Anger,1998,1
105049,Tum: A Dangerous Obsession,2004,3.1
302943,Vinashak,1998,4
224260,Vadh,2002,8
305906,Prem Bandhan,1979,0
138155,Aatish,1994,6.1
426672,Devar,1966,0
1062902,Shadyantra,2022,10
848509,Mehlon Ke Khwaab,1960,0
589968,Tottaa Pataaka Item Maal,2019,4.7
488216,Strangers,2007,4.5
468254,Baaraat Company,2017,0
639419,Nirvana Inn,2019,0
565696,Daman: A Victim of Marital Violence,2001,3
559131,Zorro,1975,8.3
339234,LUV... Phir Kabhi,2014,0
338644,Abdullah,1980,10
82567,Sujata,1959,6.3
459079,Waah! Tera Kya Kehna,2002,7
143734,Parwana,2003,6.7
21487,Sikandar,2009,6.3
681272,Darbaan,2020,6
336809,Sangdil,1952,0
404918,Mehboob Mere Mehboob,1992,0
1006650,Jungle King,1959,0
895470,Zindagi,1964,0
604306,Patth,2003,0
1015981,Jolly LLB 3,,0
630593,Sitapur Ki Geeta,1987,0
554002,Conduct,1971,0
52394,Rokkk,2010,4
293135,Migration,2008,5.7
276863,Hitler,1998,10
836263,Shaadisthan,2021,7
809309,Hurdang,2022,5
596335,What makes Albert Pinto angry?,2019,4.5
277429,Pyaar Zindagi Hai,2001,0
277138,Zindagi,1976,0
60042,Ashok Chakra,2010,10
849502,Tharki Chotu,2020,0
441793,Pyar Jhukta Nahin,1985,8.3
110619,Geetanjali,1993,3
838145,A Night of Knowing Nothing,2022,6.8
528098,Nafrat Ki Aandhi,1989,9.3
303105,Ajay,1996,4.8
63241,Utt Pataang,2011,5
575558,Bolo Na Tumi Amar,2010,0
482214,Dak Bangla,1987,3.3
304238,Kahin Din Kahin Raat,1968,0
78444,Shabri,2011,5.5
829549,Ahaan,2021,6
46432,Woh Lamhe,2006,5.3
462064,Phullu,2017,7
307483,Mukti,1977,0
199979,Bade Dilwala,1999,2.3
304792,Raaz,1967,0
302934,Taaqat,1995,4
71064,Dhund: The Fog,2003,6
495789,Aakhir Kyon?,1985,4.3
363022,Eeshwar,1989,7
430118,Khel Toh Ab Shuru Hoga,2016,4
444869,Wedding Anniversary,2017,3
420350,Aadmi,1993,6.7
83895,Aryan: Unbreakable,2006,6.3
619097,Sangeet,1992,7.3
410281,Biwi O Biwi,1981,0
318146,Humjoli,1970,0
257284,Teesri Kasam,1966,6.3
115873,The Angrez,2006,7.2
97361,D,2005,6.2
869313,Zakhmi Sher,1984,10
799269,"Oh, My God!!",2008,5
409249,Janam,1985,5
404404,Jalwa,1987,5
331569,Bhrashtachar,1989,0
303365,Raqt: A Psycho Thriller,2013,8
303346,Bheegi Palkein,1982,0
300918,Dastak,1970,0
467911,Jia aur Jia,2017,0
401971,Delhi in a Day,2012,6.4
304269,Jeet Hamaari,1983,0
222984,Shree,2013,0
916815,Shabnam,1993,0
306442,Phool Khile Hain Gulshan Gulshan,1978,4
168025,Mr Ya Miss,2005,5.8
610160,Chippa,2020,6
158723,Akhiyon Se Goli Maare,2002,5.9
178530,Meenaxi: Tale of 3 Cities,2004,6
1153051,Anu,2023,0
347576,Triyacharitra,1994,6.3
1111923,The Battle of Bhima Koregaon,,0
64112,Aatma,2006,4.5
593032,Chousar Firangi,2019,6.5
316660,Raja Saab,1969,10
1080841,Anubhav Singh Bassi: Bas Kar Bassi,2023,6.7
426376,House No. 13,1991,0
150914,I M 24,2010,3.5
350962,Laawaris,1999,5.7
78446,Trapped in Tradition: Rivaaz,2011,5.3
849782,Khwaab,2020,0
138510,Praan Jaye Par Shaan Na Jaye,2003,7
732953,The Hidden Strike,2020,0
418621,Fuddu,2016,10
301821,Shikari,1963,4
1211740,Nocturnes,2024,0
83009,Mem-didi,1961,4.8
876515,Anjaan,1956,0
410266,Taaqatwar,1989,10
396128,Faraar,1975,5.5
361408,Mere Do Anmol Ratan,1998,0
304205,Farishta Ya Qatil,1977,0
232018,Parineeta,1953,6.5
118987,Aakhri Baazi,1989,3
479476,Ribbon,2017,6.9
307877,Devta,1956,0
307365,Gaman,1978,6.8
242821,Drohkaal,1994,6.7
171199,Waisa Bhi Hota Hai: Part II,2003,7
588993,Zulm-O-Sitam,1998,0
72576,Do Ankhen Barah Haath,1957,7.4
542003,Aaina,1977,0
456448,Parvarish,1958,0
125223,Ram Avtar,1988,2.5
1086726,"LSD 2: Love, Sex aur Dhokha 2",2024,0
883280,Life in Dark,2021,0
271542,Khullam Khulla Pyaar Karen,2005,10
128488,Shukriya: Till Death Do Us Apart,2004,5.3
73242,Not a Love Story,2011,5.1
309214,Arzoo,1965,0
913462,The Storm,2021,7
807309,The Wife,2021,1
316821,Professor,1962,5.2
777143,God and Gun,1995,0
319586,Teri Meherbaniyan,1985,6.3
735182,Ram Singh Charlie,2020,7.3
875816,Do Shikaari,1979,0
307340,Night in London,1967,0
269238,Koyelaanchal,2014,6.9
365585,Bandhe Haath,1973,10
307523,Dil Ne Phir Yaad Kiya,1966,0
111394,Dil Ka Kya Kasoor,1992,5.8
447251,Yaad Rakhegi Duniya,1992,6.7
205077,Amrapali,1966,6.3
696486,White Shirt,2017,5
202883,Daal Mein Kuch Kaala Hai,2012,2
845729,Yeh Rastey Hain Pyar Ke,1963,0
786370,Dhartiputra,1993,0
86576,Paap,2003,5.8
304163,Abe Hayat,1955,0
307603,Pran Jaye Par Vachan Na Jaye,1973,0
302905,Main Azaad Hoon,1989,5
128684,27 Down,1974,6.3
658416,Mahabharata,,0
884652,Man-Mauji,1962,0
445038,Chor Bazaari,2015,0
307585,Naya Andaz,1956,0
819817,Naag Panchami,1972,0
433706,Gangster,1994,0
1181982,Luv You Shankar,2023,0
890986,Bekhudi,2021,10
322340,Jaanwar Aur Insaan,1972,0
44726,Don 3,2025,0
292879,Love at Times Square,2003,0
383405,Hari Puttar,2008,7
307734,Adhikar,1971,3
727268,Suraj,1997,10
582153,Gully Boy: Live In Concert,2019,6.8
404373,Humein Tumse Pyar Ho Gaya Chupke Chupke,2003,0
1189825,The Journey of Donkers,2023,0
819826,Paraya Ghar,1989,0
410239,Shaadi,1962,9.4
991567,Duniyadari,1977,0
491116,Sadaa Suhagan,1986,0
304682,Yeh to Kamaal Ho Gaya,1982,0
982159,Fairy Folk,2022,0
628837,Mirza Sahiban,1947,0
381899,Dacait,1987,4
304139,Rahul,2001,3.5
590796,Holiday in Bombay,1963,0
317071,Shakuntala,1943,0
305893,Mera Qasoor Kya Hai,1964,0
303106,Apna Bana Lo,1982,10
192723,The Train,1970,7
546653,Baarish Aur Chowmein,2018,6.3
411636,Bas Itna Sa Khwaab Hai,2001,6.7
227211,Rudaali,1993,5.2
627967,Maa Kasam,1999,10
370869,Chetna,1970,8
460122,Hanuman Da Damdaar,2017,5.8
74084,Dil Jo Bhi Kahey...,2006,5.3
258413,Sara Akash,1969,6.3
19623,Drona,2008,3.1
515189,Nanu Ki Jaanu,2018,5.6
339795,Barkhaa,2015,4.5
345984,Insaniyat,1994,6
306133,Congregation,1986,0
188284,Hulla,2008,6
582352,706,2019,5.1
1015356,To Kill a Tiger,2022,0
543947,Dildaar,1977,0
495823,Be-Shaque,1981,8.3
446192,Tan-Badan,1986,7
181638,Ankahee,2006,6.8
82274,Aghaat,1985,7.4
1143407,Sky Force,2024,0
1008301,The Other Way,2018,0
474575,Sameer,2017,6
265660,Parinati,1989,0
232143,Sixteen,2013,5.9
298157,Tamanchey,2014,3.5
400484,Jugni,2016,6.5
462792,The Perfect Girl,2015,6
107226,Ahista Ahista,1981,0
17432,My Friend Ganesha,2007,5
1154148,UT 69,2023,0
228012,Raat,1992,6.6
227055,Aashiqui Not Allowed,2013,0
137303,My Brother... Nikhil,2005,6.1
59903,Click,2010,5.3
590811,Maan Gaye Ustaad,1981,0
367189,Guddu Ki Gun,2015,5.4
457260,Thodi Thodi Si Manmaaniyan,2017,0
495807,Akalmand,1984,0
848518,Ishk Ishk Ishk,1974,0
443042,Sau Saal Baad,1989,0
381114,Mehboob Ki Mehndi,1971,0
376439,Pyaasa Haiwan,2003,6.5
222394,Anwar Ka Ajab Kissa,2013,7
1202423,Raj Tilak,1958,0
1061043,Raakh,2016,0
442774,Billoo Baadshah,1989,0
476830,Nayantara's Necklace,2015,6.3
20291,Sankat City,2009,6.1
653700,Darmiyaan: In Between,1997,0
596178,Music Teacher,2018,6.9
1157429,Akelli,2023,4
309807,Titoo MBA,2014,5.7
581118,SP Chauhan,2018,8.6
701532,Love Training,2018,7
630493,Khota Paisa,1958,0
427131,Private Detective: Two Plus Two Plus One,1997,0
161801,Maan Gaye Mughal-e-Azam,2008,4.5
546761,Badal,1951,0
322481,Yatra,2007,3
1143431,Aseq,2023,7
316871,Sacred Golden Chain,1981,4
307853,Atithee,1978,0
1121191,Biswa Kalyan Rath's Mood Kharaab,2023,5.2
410556,Global Baba,2016,3.7
